# mu	 epsilon	 mse	 qfi	 cfi_det
2.36003985e+00	1.80042597e-01	1.45825468e-02	1.08874802e+02	5.85811801e+01
2.36008587e+00	1.78662247e-01	1.48578471e-02	1.10164509e+02	6.07399353e+01
2.36013228e+00	1.77269932e-01	1.51373363e-02	1.11472690e+02	6.28438307e+01
2.36017905e+00	1.75866848e-01	1.54086819e-02	1.12798184e+02	6.51738330e+01
2.36022614e+00	1.74454072e-01	1.56968461e-02	1.14139902e+02	6.74372435e+01
2.36027352e+00	1.73032575e-01	1.59910099e-02	1.15496820e+02	7.00584825e+01
2.36032117e+00	1.71603226e-01	1.62908513e-02	1.16867971e+02	7.25388720e+01
2.36036905e+00	1.70166813e-01	1.65945397e-02	1.18252439e+02	7.50199798e+01
2.36041714e+00	1.68724041e-01	1.69046764e-02	1.19649355e+02	7.81723801e+01
2.36046542e+00	1.67275547e-01	1.72197108e-02	1.21057887e+02	8.08794872e+01
2.36051388e+00	1.65821901e-01	1.75262164e-02	1.22477240e+02	8.41701913e+01
2.36056249e+00	1.64363621e-01	1.78473586e-02	1.23906651e+02	8.72319590e+01
2.36061124e+00	1.62901168e-01	1.81807206e-02	1.25345383e+02	9.06977016e+01
2.36066011e+00	1.61434960e-01	1.84969658e-02	1.26792723e+02	9.40789733e+01
2.36070910e+00	1.59965374e-01	1.88398844e-02	1.28247977e+02	9.77214315e+01
2.36075818e+00	1.58492746e-01	1.91751866e-02	1.29710472e+02	1.01956898e+02
2.36080736e+00	1.57017381e-01	1.95308239e-02	1.31179547e+02	1.06112122e+02
2.36085662e+00	1.55539552e-01	1.98806520e-02	1.32654555e+02	1.10243307e+02
2.36090596e+00	1.54059506e-01	2.02341209e-02	1.34134859e+02	1.14589565e+02
2.36095536e+00	1.52577465e-01	2.06171640e-02	1.35619829e+02	1.18846516e+02
2.36100482e+00	1.51093628e-01	2.09756461e-02	1.37108844e+02	1.23120041e+02
2.36105434e+00	1.49608174e-01	2.13788566e-02	1.38601287e+02	1.28623679e+02
2.36110390e+00	1.48121266e-01	2.17741626e-02	1.40096544e+02	1.33350768e+02
2.36115351e+00	1.46633049e-01	2.21872138e-02	1.41594003e+02	1.39952432e+02
2.36120315e+00	1.45143654e-01	2.25837923e-02	1.43093055e+02	1.45120229e+02
2.36125283e+00	1.43653198e-01	2.30393746e-02	1.44593088e+02	1.50757561e+02
2.36130255e+00	1.42161787e-01	2.34745651e-02	1.46093489e+02	1.57547953e+02
2.36135229e+00	1.40669518e-01	2.38727763e-02	1.47593643e+02	1.63045763e+02
2.36140206e+00	1.39176475e-01	2.43005011e-02	1.49092933e+02	1.69263904e+02
2.36145185e+00	1.37682737e-01	2.48343519e-02	1.50590734e+02	1.76935952e+02
2.36150166e+00	1.36188373e-01	2.53184036e-02	1.52086421e+02	1.84924485e+02
2.36155149e+00	1.34693445e-01	2.57585250e-02	1.53579357e+02	1.92011286e+02
2.36160134e+00	1.33198010e-01	2.62562390e-02	1.55068904e+02	2.00646645e+02
2.36165120e+00	1.31702118e-01	2.67379357e-02	1.56554413e+02	2.08888550e+02
2.36170108e+00	1.30205816e-01	2.72616516e-02	1.58035226e+02	2.19826514e+02
2.36175097e+00	1.28709144e-01	2.77553033e-02	1.59510679e+02	2.30072740e+02
2.36180087e+00	1.27212139e-01	2.82359161e-02	1.60980095e+02	2.35863614e+02
2.36185078e+00	1.25714834e-01	2.88870051e-02	1.62442789e+02	2.46694865e+02
2.36190070e+00	1.24217260e-01	2.94106498e-02	1.63898062e+02	2.56886278e+02
2.36195063e+00	1.22719444e-01	2.99798520e-02	1.65345203e+02	2.72969309e+02
2.36200056e+00	1.21221409e-01	3.04872668e-02	1.66783487e+02	2.81504514e+02
2.36205050e+00	1.19723177e-01	3.10561684e-02	1.68212177e+02	2.93599548e+02
2.36210045e+00	1.18224769e-01	3.16843468e-02	1.69630517e+02	3.09620489e+02
2.36215040e+00	1.16726201e-01	3.22752471e-02	1.71037736e+02	3.20581245e+02
2.36220036e+00	1.15227491e-01	3.28719796e-02	1.72433044e+02	3.34005047e+02
2.36225032e+00	1.13728651e-01	3.35618134e-02	1.73815631e+02	3.53938941e+02
2.36230028e+00	1.12229695e-01	3.41490361e-02	1.75184667e+02	3.69661612e+02
2.36235025e+00	1.10730635e-01	3.48547276e-02	1.76539297e+02	3.88204019e+02
2.36240023e+00	1.09231481e-01	3.54899062e-02	1.77878644e+02	4.05563434e+02
2.36245020e+00	1.07732242e-01	3.62032635e-02	1.79201800e+02	4.23918044e+02
2.36250018e+00	1.06232927e-01	3.68696779e-02	1.80507830e+02	4.43266669e+02
2.36255016e+00	1.04733544e-01	3.76191062e-02	1.81795768e+02	4.66912843e+02
2.36260014e+00	1.03234099e-01	3.83364134e-02	1.83064611e+02	4.85232771e+02
2.36265012e+00	1.01734599e-01	3.91908139e-02	1.84313318e+02	5.13408135e+02
2.36270011e+00	1.00235048e-01	3.99429367e-02	1.85540809e+02	5.36252591e+02
2.36275009e+00	9.87354526e-02	4.08289134e-02	1.86745956e+02	5.63822882e+02
2.36280008e+00	9.72358167e-02	4.16592356e-02	1.87927582e+02	5.93546863e+02
2.36285007e+00	9.57361445e-02	4.25290421e-02	1.89084458e+02	6.20057956e+02
2.36290006e+00	9.42364394e-02	4.34027109e-02	1.90215293e+02	6.56671544e+02
2.36295005e+00	9.27367048e-02	4.43201975e-02	1.91318732e+02	6.77171583e+02
2.36300004e+00	9.12369437e-02	4.53673958e-02	1.92393348e+02	7.21713743e+02
2.36305004e+00	8.97371588e-02	4.63960699e-02	1.93437637e+02	7.63788626e+02
2.36310003e+00	8.82373523e-02	4.74361858e-02	1.94450007e+02	7.99751927e+02
2.36315002e+00	8.67375264e-02	4.84456597e-02	1.95428772e+02	8.32361278e+02
2.36320002e+00	8.52376832e-02	4.94803663e-02	1.96372142e+02	8.70035536e+02
2.36325001e+00	8.37378242e-02	5.06165722e-02	1.97278212e+02	9.11159984e+02
2.36330001e+00	8.22379512e-02	5.18178218e-02	1.98144951e+02	9.70010468e+02
2.36335001e+00	8.07380655e-02	5.31563792e-02	1.98970191e+02	1.02960385e+03
2.36340000e+00	7.92381683e-02	5.44651600e-02	1.99751607e+02	1.09113012e+03
2.36345000e+00	7.77382609e-02	5.57863857e-02	2.00486710e+02	1.15421003e+03
2.36350000e+00	7.62383442e-02	5.71741742e-02	2.01172823e+02	1.21887217e+03
2.36354999e+00	7.47384191e-02	5.85936265e-02	2.01807065e+02	1.29098661e+03
2.36359999e+00	7.32384866e-02	6.00899177e-02	2.02386330e+02	1.36714715e+03
2.36364999e+00	7.17385473e-02	6.17140095e-02	2.02907265e+02	1.45192763e+03
2.36369999e+00	7.02386020e-02	6.32555017e-02	2.03366243e+02	1.51722546e+03
2.36374999e+00	6.87386512e-02	6.50105347e-02	2.03759338e+02	1.64699615e+03
2.36379998e+00	6.72386954e-02	6.68386662e-02	2.04082291e+02	1.79311356e+03
2.36384998e+00	6.57387353e-02	6.88478400e-02	2.04330480e+02	1.92252297e+03
2.36389998e+00	6.42387711e-02	7.07847026e-02	2.04498885e+02	2.06460880e+03
2.36394998e+00	6.27388034e-02	7.31493877e-02	2.04582043e+02	2.28012555e+03
2.36399998e+00	6.12388325e-02	7.54097169e-02	2.04574011e+02	2.51646945e+03
2.36404998e+00	6.00388586e-02	7.70159402e-02	2.04497599e+02	2.78177849e+03
2.36409998e+00	5.91088821e-02	7.87248044e-02	2.04393130e+02	3.10481953e+03
2.36414998e+00	5.84219033e-02	8.00796054e-02	2.04289442e+02	3.35990115e+03
2.36419998e+00	5.79536224e-02	8.08659937e-02	2.04205420e+02	3.62724813e+03
2.36424998e+00	5.76821695e-02	8.13215779e-02	2.04151648e+02	3.79512818e+03
2.36429998e+00	5.75878619e-02	8.16076757e-02	2.04132084e+02	3.97247334e+03
2.36434998e+00	5.76529851e-02	8.16497484e-02	2.04145643e+02	3.97987258e+03
2.36439998e+00	5.78615960e-02	8.14158864e-02	2.04187611e+02	3.98221753e+03
2.36444998e+00	5.81993458e-02	8.10131938e-02	2.04250878e+02	3.84496817e+03
2.36449997e+00	5.86533206e-02	8.01698141e-02	2.04326942e+02	3.67617372e+03
2.36454997e+00	5.92118979e-02	7.91476234e-02	2.04406710e+02	3.45450609e+03
2.36459997e+00	5.98646175e-02	7.78460659e-02	2.04481098e+02	3.26421050e+03
2.36464997e+00	6.06020652e-02	7.68541574e-02	2.04541467e+02	3.12771981e+03
2.36469997e+00	6.14157680e-02	7.55503059e-02	2.04579909e+02	3.00155997e+03
2.36474997e+00	6.22981006e-02	7.42572831e-02	2.04589422e+02	2.84796491e+03
2.36479997e+00	6.29421999e-02	7.32625324e-02	2.04575974e+02	2.75510476e+03
2.36484997e+00	6.33718893e-02	7.23970418e-02	2.04557711e+02	2.68862474e+03
2.36489997e+00	6.36086098e-02	7.20731844e-02	2.04544536e+02	2.67832157e+03
2.36494997e+00	6.36716582e-02	7.17991942e-02	2.04540658e+02	2.65940278e+03
2.36499997e+00	6.35784018e-02	7.18216862e-02	2.04546339e+02	2.68184270e+03
2.36504997e+00	6.33444710e-02	7.21224371e-02	2.04559095e+02	2.68125355e+03
2.36509997e+00	6.29839333e-02	7.24820459e-02	2.04574523e+02	2.77641724e+03
2.36513997e+00	6.25094493e-02	7.27924759e-02	2.04586875e+02	2.88059186e+03
2.36517097e+00	6.19324138e-02	7.35352251e-02	2.04589459e+02	2.99307614e+03
2.36519387e+00	6.15630818e-02	7.41015271e-02	2.04583791e+02	3.07117493e+03
2.36520948e+00	6.13806830e-02	7.42347447e-02	2.04578847e+02	3.08444424e+03
2.36521853e+00	6.13665241e-02	7.42461802e-02	2.04578403e+02	3.08746508e+03
2.36522168e+00	6.15037811e-02	7.40473232e-02	2.04582340e+02	3.06112249e+03
2.36521950e+00	6.17773123e-02	7.36537550e-02	2.04587782e+02	3.01014815e+03
2.36521255e+00	6.21734905e-02	7.30900674e-02	2.04590060e+02	2.93965918e+03
2.36520129e+00	6.23800508e-02	7.28964213e-02	2.04588653e+02	2.92646638e+03
2.36518616e+00	6.24159551e-02	7.28589459e-02	2.04588229e+02	2.92308513e+03
2.36516754e+00	6.22982690e-02	7.30574569e-02	2.04589421e+02	2.92485739e+03
2.36514579e+00	6.20423515e-02	7.34439033e-02	2.04590034e+02	2.95544137e+03
2.36512120e+00	6.19620257e-02	7.38225311e-02	2.04589664e+02	2.97350170e+03
2.36509408e+00	6.20397325e-02	7.38148303e-02	2.04590027e+02	2.93072478e+03
2.36506467e+00	6.22596687e-02	7.36289465e-02	2.04589688e+02	2.91921972e+03
2.36503320e+00	6.23076112e-02	7.35610525e-02	2.04589347e+02	2.83920563e+03
2.36500988e+00	6.22007595e-02	7.37084505e-02	2.04589976e+02	2.86727684e+03
2.36499389e+00	6.19545929e-02	7.40786207e-02	2.04589616e+02	2.95073505e+03
2.36498450e+00	6.18830430e-02	7.41829020e-02	2.04589035e+02	2.97186922e+03
2.36498104e+00	6.19686481e-02	7.40139848e-02	2.04589704e+02	2.95370392e+03
2.36498294e+00	6.21956927e-02	7.36938285e-02	2.04589994e+02	2.91289332e+03
2.36498964e+00	6.22500328e-02	7.36605988e-02	2.04589745e+02	2.89467546e+03
2.36500067e+00	6.21489389e-02	7.38146853e-02	2.04590110e+02	2.91527422e+03
2.36501560e+00	6.19079544e-02	7.41240870e-02	2.04589262e+02	2.91573049e+03
2.36503404e+00	6.18410683e-02	7.42285011e-02	2.04588594e+02	2.91893459e+03
2.36505563e+00	6.19308709e-02	7.41077910e-02	2.04589447e+02	2.90685447e+03
2.36507007e+00	6.21616932e-02	7.37618950e-02	2.04590087e+02	2.91508474e+03
2.36507806e+00	6.22194333e-02	7.36098931e-02	2.04589900e+02	2.89700920e+03
2.36508025e+00	6.21213993e-02	7.37421574e-02	2.04590136e+02	2.91376193e+03
2.36507722e+00	6.18831688e-02	7.41074972e-02	2.04589036e+02	2.95518327e+03
2.36506950e+00	6.18187613e-02	7.42538906e-02	2.04588330e+02	2.97604028e+03
2.36505754e+00	6.19107945e-02	7.41365892e-02	2.04589286e+02	2.91064747e+03
2.36504179e+00	6.21436245e-02	7.37947706e-02	2.04590117e+02	2.86549572e+03
2.36503260e+00	6.22031714e-02	7.37087980e-02	2.04589967e+02	2.85979272e+03
2.36502934e+00	6.21067637e-02	7.38474436e-02	2.04590137e+02	2.88806601e+03
2.36503140e+00	6.21699967e-02	7.37581237e-02	2.04590069e+02	2.86525901e+03
2.36503826e+00	6.20769064e-02	7.38839289e-02	2.04590111e+02	2.87707266e+03
2.36504943e+00	6.21431251e-02	7.38033786e-02	2.04590118e+02	2.86979470e+03
2.36505449e+00	6.20527220e-02	7.39444280e-02	2.04590063e+02	2.88521617e+03
2.36505403e+00	6.21213592e-02	7.38462716e-02	2.04590136e+02	2.87349386e+03
2.36504863e+00	6.20331327e-02	7.39606683e-02	2.04590006e+02	2.88857662e+03
2.36503876e+00	6.21037288e-02	7.38455825e-02	2.04590136e+02	2.87250167e+03
2.36503488e+00	6.23172653e-02	7.35473503e-02	2.04589267e+02	2.83760862e+03
2.36503639e+00	6.23594481e-02	7.34849075e-02	2.04588873e+02	2.82989063e+03
2.36504275e+00	6.22474127e-02	7.36468896e-02	2.04589760e+02	2.84806200e+03
2.36505347e+00	6.19965808e-02	7.40248812e-02	2.04589856e+02	2.89488700e+03
2.36505812e+00	6.19208321e-02	7.41221528e-02	2.04589369e+02	2.90889133e+03
2.36505731e+00	6.20026583e-02	7.40046486e-02	2.04589885e+02	2.89466682e+03
2.36505157e+00	6.22263019e-02	7.36849990e-02	2.04589869e+02	2.85577776e+03
2.36504141e+00	6.22775811e-02	7.36040004e-02	2.04589572e+02	2.84304006e+03
2.36503727e+00	6.21737323e-02	7.37425486e-02	2.04590060e+02	2.86066395e+03
2.36503854e+00	6.19302685e-02	7.40941757e-02	2.04589442e+02	2.90236352e+03
2.36504468e+00	6.18611510e-02	7.41998472e-02	2.04588814e+02	2.91422044e+03
2.36505521e+00	6.19489453e-02	7.40818169e-02	2.04589578e+02	2.90370316e+03
2.36505969e+00	6.21779602e-02	7.37513362e-02	2.04590049e+02	2.86512943e+03
2.36505872e+00	6.22340735e-02	7.36722396e-02	2.04589831e+02	2.85534865e+03
2.36505284e+00	6.21345756e-02	7.38273969e-02	2.04590127e+02	2.87124929e+03
2.36504255e+00	6.18950274e-02	7.41510657e-02	2.04589147e+02	2.90827532e+03
2.36503830e+00	6.18294340e-02	7.42393485e-02	2.04588459e+02	2.92005763e+03
2.36503946e+00	6.19204000e-02	7.41083619e-02	2.04589365e+02	2.90408415e+03
2.36504551e+00	6.21522694e-02	7.37824335e-02	2.04590105e+02	2.86403422e+03
2.36505596e+00	6.22109519e-02	7.37070477e-02	2.04589936e+02	2.85889454e+03
2.36506036e+00	6.21137661e-02	7.38426653e-02	2.04590137e+02	2.87657931e+03
2.36505932e+00	6.21210899e-02	7.38333298e-02	2.04590136e+02	2.87441669e+03
2.36505339e+00	6.19776814e-02	7.40519989e-02	2.04589757e+02	2.89815955e+03
2.36504305e+00	6.19986137e-02	7.40022444e-02	2.04589866e+02	2.89027065e+03
2.36503874e+00	6.21674528e-02	7.37546172e-02	2.04590075e+02	2.86170896e+03
2.36503986e+00	6.21694080e-02	7.37453314e-02	2.04590070e+02	2.86111607e+03
2.36504587e+00	6.20211676e-02	7.39724535e-02	2.04589963e+02	2.88636086e+03
2.36505628e+00	6.20377513e-02	7.39544239e-02	2.04590020e+02	2.88833430e+03
2.36506065e+00	6.22026767e-02	7.37158227e-02	2.04589969e+02	2.86153060e+03
2.36505958e+00	6.22011095e-02	7.37183450e-02	2.04589974e+02	2.86122864e+03
2.36505362e+00	6.20496990e-02	7.39487563e-02	2.04590055e+02	2.88573501e+03
2.36504326e+00	6.20634295e-02	7.39093854e-02	2.04590087e+02	2.87913589e+03
2.36503893e+00	6.22257871e-02	7.36715147e-02	2.04589871e+02	2.85191058e+03
