# mu	 epsilon	 mse	 qfi	 cfi_det
2.36471255e+00	8.05486816e-02	4.83275261e-02	1.52441205e+02	2.69492988e+03
2.36470129e+00	8.07571459e-02	4.81469869e-02	1.52441515e+02	2.66120497e+03
2.36468616e+00	8.07947637e-02	4.81387486e-02	1.52441457e+02	2.12924600e+03
2.36466754e+00	8.06786197e-02	4.82313842e-02	1.52441524e+02	2.12968119e+03
2.36464579e+00	8.07240901e-02	4.81957329e-02	1.52441537e+02	2.12891949e+03
2.36462120e+00	8.06150135e-02	4.82015540e-02	1.52441420e+02	2.16347129e+03
2.36459408e+00	8.06668445e-02	4.80779358e-02	1.52441512e+02	2.15235675e+03
2.36457467e+00	8.08634924e-02	4.79770430e-02	1.52441261e+02	2.14994693e+03
2.36456220e+00	8.08904756e-02	4.80761821e-02	1.52441152e+02	2.15677048e+03
2.36455598e+00	8.07647604e-02	4.81928647e-02	1.52441506e+02	2.15689360e+03
2.36455538e+00	8.05016168e-02	4.83925058e-02	1.52440987e+02	2.17077687e+03
2.36455984e+00	8.04147875e-02	4.84246887e-02	1.52440439e+02	2.18229175e+03
2.36456885e+00	8.04866411e-02	4.82834310e-02	1.52440906e+02	2.17644656e+03
2.36458196e+00	8.07013094e-02	4.81104869e-02	1.52441537e+02	2.14057278e+03
2.36459876e+00	8.10445108e-02	4.78181238e-02	1.52440190e+02	2.13508568e+03
2.36460888e+00	8.12033921e-02	4.77465383e-02	1.52438590e+02	2.13116161e+03
2.36461299e+00	8.11963853e-02	4.77537970e-02	1.52438674e+02	2.13181376e+03
2.36461169e+00	8.10400792e-02	4.78658899e-02	1.52440226e+02	2.13971801e+03
2.36460552e+00	8.07494036e-02	4.80300542e-02	1.52441523e+02	2.14835136e+03
2.36459496e+00	8.03377957e-02	4.83175725e-02	1.52439797e+02	2.16970956e+03
2.36459046e+00	8.01173485e-02	4.85078126e-02	1.52437143e+02	2.17265247e+03
2.36459142e+00	8.00689460e-02	4.85434357e-02	1.52436398e+02	2.17523159e+03
2.36459727e+00	8.01753838e-02	4.84483407e-02	1.52437959e+02	2.18030055e+03
2.36459754e+00	8.04211778e-02	4.82686227e-02	1.52440486e+02	2.16727423e+03
2.36459278e+00	8.07923924e-02	4.80193996e-02	1.52441462e+02	2.14495246e+03
2.36459350e+00	8.09764856e-02	4.78867140e-02	1.52440686e+02	2.13553638e+03
2.36459915e+00	8.09921694e-02	4.78636651e-02	1.52440582e+02	2.13811794e+03
2.36459923e+00	8.08562848e-02	4.79614264e-02	1.52441287e+02	2.14505724e+03
2.36459431e+00	8.05839887e-02	4.81379775e-02	1.52441333e+02	2.15665812e+03
2.36459487e+00	8.04889222e-02	4.82070320e-02	1.52440918e+02	2.16161970e+03
2.36460038e+00	8.05533624e-02	4.81806404e-02	1.52441224e+02	2.16072831e+03
2.36460034e+00	8.07613586e-02	4.80299305e-02	1.52441510e+02	2.14993785e+03
2.36459530e+00	8.07985551e-02	4.79831786e-02	1.52441449e+02	2.14570395e+03
2.36459577e+00	8.06820320e-02	4.80811622e-02	1.52441527e+02	2.15371395e+03
2.36460119e+00	8.07271611e-02	4.80487378e-02	1.52441536e+02	2.15052907e+03
2.36460107e+00	8.06177774e-02	4.81279597e-02	1.52441427e+02	2.15619157e+03
2.36459596e+00	8.06693321e-02	4.80903567e-02	1.52441515e+02	2.15437197e+03
2.36459636e+00	8.08657312e-02	4.79485151e-02	1.52441252e+02	2.14425103e+03
2.36460172e+00	8.08924905e-02	4.79294349e-02	1.52441143e+02	2.14203964e+03
2.36460155e+00	8.07665738e-02	4.80202495e-02	1.52441504e+02	2.14849776e+03
2.36459639e+00	8.05032488e-02	4.82108859e-02	1.52440995e+02	2.16302321e+03
2.36459675e+00	8.04162563e-02	4.82742320e-02	1.52440450e+02	2.16758909e+03
2.36460207e+00	8.04879631e-02	4.82206138e-02	1.52440913e+02	2.16186697e+03
2.36460186e+00	8.07024992e-02	4.80665792e-02	1.52441537e+02	2.15180255e+03
2.36459667e+00	8.10455816e-02	4.78192743e-02	1.52440181e+02	2.13508477e+03
2.36459700e+00	8.12043559e-02	4.77037984e-02	1.52438578e+02	2.12701922e+03
2.36460230e+00	8.11972527e-02	4.77094035e-02	1.52438663e+02	2.12568490e+03
2.36460207e+00	8.10408598e-02	4.78212077e-02	1.52440219e+02	2.13343435e+03
2.36459686e+00	8.07501062e-02	4.80319308e-02	1.52441522e+02	2.15019525e+03
2.36459717e+00	8.03384280e-02	4.83289947e-02	1.52439803e+02	2.17163805e+03
2.36460245e+00	8.01179175e-02	4.84913691e-02	1.52437151e+02	2.18156472e+03
2.36460220e+00	8.00694582e-02	4.85268920e-02	1.52436406e+02	2.18402327e+03
2.36459698e+00	8.01758447e-02	4.84480025e-02	1.52437966e+02	2.18027594e+03
2.36459728e+00	8.04215927e-02	4.82683204e-02	1.52440489e+02	2.16725240e+03
2.36459255e+00	8.07927658e-02	4.80196353e-02	1.52441461e+02	2.14492389e+03
2.36459329e+00	8.09768216e-02	4.78864724e-02	1.52440684e+02	2.13551928e+03
2.36459896e+00	8.09924718e-02	4.78634479e-02	1.52440580e+02	2.13810255e+03
2.36459906e+00	8.08565570e-02	4.79612302e-02	1.52441286e+02	2.14504329e+03
2.36459415e+00	8.05842337e-02	4.81377998e-02	1.52441334e+02	2.15664537e+03
2.36459473e+00	8.04891427e-02	4.82068717e-02	1.52440919e+02	2.16160816e+03
2.36460026e+00	8.05535608e-02	4.81804962e-02	1.52441225e+02	2.16071795e+03
2.36460023e+00	8.07615371e-02	4.80298015e-02	1.52441510e+02	2.14992865e+03
2.36459520e+00	8.07987158e-02	4.79830626e-02	1.52441449e+02	2.14569569e+03
2.36459568e+00	8.06821766e-02	4.80810575e-02	1.52441527e+02	2.15370646e+03
2.36460111e+00	8.07272913e-02	4.80486436e-02	1.52441536e+02	2.15052235e+03
2.36460099e+00	8.06178946e-02	4.81278747e-02	1.52441427e+02	2.15618549e+03
2.36459589e+00	8.06694375e-02	4.80902803e-02	1.52441515e+02	2.15436650e+03
2.36459630e+00	8.08658261e-02	4.79484467e-02	1.52441252e+02	2.14424617e+03
2.36460167e+00	8.08925759e-02	4.79293734e-02	1.52441143e+02	2.14203528e+03
2.36460150e+00	8.07666507e-02	4.80201940e-02	1.52441504e+02	2.14849381e+03
2.36459635e+00	8.05033180e-02	4.82108356e-02	1.52440995e+02	2.16301959e+03
2.36459671e+00	8.04163186e-02	4.82741866e-02	1.52440451e+02	2.16758581e+03
2.36460203e+00	8.04880191e-02	4.82205730e-02	1.52440913e+02	2.16186404e+03
2.36460183e+00	8.07025496e-02	4.80665427e-02	1.52441537e+02	2.15179994e+03
2.36459664e+00	8.10456270e-02	4.78192418e-02	1.52440181e+02	2.13508247e+03
2.36459698e+00	8.12043967e-02	4.77037693e-02	1.52438578e+02	2.12701717e+03
2.36460227e+00	8.11972894e-02	4.77092668e-02	1.52438663e+02	2.12555576e+03
2.36460204e+00	8.10408929e-02	4.78211839e-02	1.52440219e+02	2.13343268e+03
